country_id,Year,Date,City,AQI,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (ppb),SO2 (ppb),CO (ppm),O3 (ppb),Temperature (°C),Humidity (%),Wind Speed (m/s)
16,2023,13/10/2023,Toronto,258.662234,127.31,138.25,83.32,17.6,6.29,122.68,12.65,14.01,13.88
14,2023,13/10/2023,Moscow,132.0497487,91.94,151.17,85.33,27.99,8.37,20.34,-4.85,10.64,15.08
18,2023,13/10/2023,Dubai,237.0718085,58.49,116.85,74.12,12.16,5.37,156.4,31.99,68.05,2.07
2,2023,14/10/2023,London,246.9296809,52.7,174.75,19.93,25.24,0.72,68.2,-6.11,14.64,15.49
18,2023,14/10/2023,Dubai,264.5074468,5.95,53.23,85.29,29,2.66,175.22,-8.14,68.36,7.72
5,2023,14/10/2023,Paris,263.3068085,19.21,101.63,23.02,35.61,8.98,29.84,1.91,93.67,6.52
9,2023,14/10/2023,Cairo,292.2801064,138.24,112.62,97.93,6.17,8.59,123.52,-0.86,47.2,16.67
6,2023,14/10/2023,Tokyo,206.1185106,9.83,42.91,19.73,30.16,2.35,173.55,19.01,82.29,3.33
3,2023,14/10/2023,Beijing,221.1896809,71.58,65.74,52.96,2.64,2.44,167.65,5.84,37.8,7.92
5,2023,14/10/2023,Paris,164.7499473,87.52,61.92,66.79,2.25,0.62,28.33,17.4,51.32,7.91
5,2023,14/10/2023,Paris,277.1352128,23.53,140.96,11.06,39.58,8.02,85.38,-5.46,55.52,14.51
19,2023,14/10/2023,Berlin,216.2607447,56.45,51.3,53.68,35.22,1.1,101.54,11.01,21.18,10.81
19,2023,14/10/2023,Berlin,206.1185106,146.3,152.02,19.99,46.84,1.57,28.99,1.86,97.76,14.3
11,2023,14/10/2023,Mexico City,258.5569149,77.69,178.64,47.25,6.22,7.19,111.35,18.39,60.97,14.72
4,2023,14/10/2023,Mumbai,293.312234,64,46.86,85.6,27.58,3.85,193.55,9.22,34.58,4.45
18,2023,14/10/2023,Dubai,85.85929293,112.53,34.3,31.7,11.1,2.99,121.94,12.55,45.5,11.57
4,2023,14/10/2023,Mumbai,189.1879874,44.55,21.92,44.64,16.45,8.49,124.55,38.83,89.17,4.51
9,2023,14/10/2023,Cairo,156.4111697,20.08,38.08,15.22,32.2,1.75,181.23,26.56,21.66,13.25
9,2023,14/10/2023,Cairo,228.0459574,75.73,83.36,88.77,8.83,1.75,131.41,21.12,64.81,16.88
12,2023,14/10/2023,Madrid,251.3846809,148.31,174.55,67.26,33.32,2.53,21.7,36.08,78.28,19.38
11,2023,14/10/2023,Mexico City,291.2058511,134.44,15.47,15.51,6.68,4.96,140.27,-0.43,47.85,15
9,2023,14/10/2023,Cairo,198.9208641,43.64,114.08,12.88,35.53,4.89,153.84,14.28,54.31,0.52
8,2023,14/10/2023,Rio de Janeiro,219.4519149,7.74,83.92,19.25,33.63,6.88,191.65,31.37,48.46,16.62
15,2023,14/10/2023,Johannesburg,272.1430851,67.88,49.02,85.44,39.97,3.82,149.61,20.14,39.65,15.21
8,2023,14/10/2023,Rio de Janeiro,167.5329821,76.66,162.89,24.17,33.62,7.51,166.3,34.93,70.62,6.51
3,2023,14/10/2023,Beijing,95.8,45.14,37.19,36.57,21.77,3.34,192.67,39.97,15.48,9.27
15,2023,14/10/2023,Johannesburg,143.3517588,90.69,118.25,19.53,35.61,2.95,110.86,21.88,43.32,17.81
13,2023,14/10/2023,Istanbul,273.9019149,99.68,119.19,94.64,12.74,7.85,125.17,28.77,52.08,6.89
18,2023,14/10/2023,Dubai,265.9292553,82.13,168.3,93.42,14.16,1.65,72.83,27,17.12,1.46
10,2023,14/10/2023,Bangkok,93.54585859,138.84,36.69,10.72,39.91,9.5,178.29,6.18,58.51,18.96
7,2023,14/10/2023,Sydney,227.7615957,107.56,114.79,24.34,29.22,2.83,165.16,36.75,11.68,12.16
15,2023,14/10/2023,Johannesburg,197.8830348,112.53,55.67,72.43,11.7,6.14,110.86,13.84,74.13,14.82
16,2023,14/10/2023,Toronto,206.6345745,120.87,135.87,63.75,36.41,2.58,160.65,30.59,21.52,4.08
3,2023,14/10/2023,Beijing,293.2069149,63.68,169.86,50.68,28.33,3.03,193.65,29.54,14.17,5.88
9,2023,14/10/2023,Cairo,217.7878723,27.56,125.43,43.88,41.79,7.32,70.68,17.27,49.36,5.04
8,2023,14/10/2023,Rio de Janeiro,237.0928723,129.46,72.45,97.56,17.8,4.1,52.09,32,31.96,1.12
4,2023,14/10/2023,Mumbai,280.2315957,65.98,117.68,45.89,29.85,6.28,15.71,30.39,55.27,8.06
9,2023,14/10/2023,Cairo,191.0768421,115.1,199.14,33.25,20.47,9.32,131.68,5.25,27.73,8.91
9,2023,14/10/2023,Cairo,220.5367021,42.94,188.97,16.58,39.2,8.41,120.49,10.19,73.91,4.88
4,2023,15/10/2023,Mumbai,292.7119149,40.38,57.28,60.4,39.36,8.42,173.5,-7.91,87.13,14.72
5,2023,15/10/2023,Paris,286.761383,88.09,148.57,28.33,35.85,4.52,109.18,11.54,11.52,15.71
18,2023,15/10/2023,Dubai,84.14334764,136.24,197.82,54.65,28.93,7.4,26.89,9.18,39.25,2.4
1,2023,15/10/2023,Los Angeles,194.7953635,83.87,45.75,48.03,49.79,0.72,190.77,-3.28,20.75,8.45
18,2023,15/10/2023,Dubai,166.4125395,128.9,126.69,21.96,44.32,1.9,126.73,3.96,64.53,9.45
14,2023,15/10/2023,Moscow,196.9052632,149.1,62.08,53.38,39.93,6.94,52.36,-2.71,45.87,4.5
17,2023,15/10/2023,Seoul,186.4347368,77.43,20.42,57.2,17.33,3.15,20.74,-7.53,58.6,19.18
1,2023,15/10/2023,Los Angeles,280.6002128,20.32,178.06,91.45,37.8,8.85,76.06,4.6,58.77,17.02
1,2023,15/10/2023,Los Angeles,190.1226316,9.86,157.51,97.75,20.33,5.34,43.91,-5.11,97.68,7.85
4,2023,15/10/2023,Mumbai,101.5642424,146.67,174.83,61.14,19.04,6.55,41.11,-3.56,25.87,4.94
18,2023,15/10/2023,Dubai,191.2378293,98.35,101.05,6.79,36.2,8.61,81.92,-2.72,15.22,4.44
6,2023,15/10/2023,Tokyo,173.1248683,24.4,57.5,85.06,41.03,4.71,146.13,10.34,25.24,19.28
8,2023,15/10/2023,Rio de Janeiro,102.2423232,27.02,156.14,12.28,33.94,9.35,28.2,30.45,36.79,6.3
3,2023,15/10/2023,Beijing,272.0904255,116.2,128.35,65.68,11.06,7.72,187.43,-2.21,25.59,5.54
12,2023,15/10/2023,Madrid,204.3491489,27.86,70.02,64.94,30.54,6.32,27.87,6.87,37.26,2.56
17,2023,15/10/2023,Seoul,192.688725,140.32,129.05,48.93,21.68,8.14,72.46,5.2,17.53,12.47
9,2023,15/10/2023,Cairo,290.2790426,85.35,194.29,30.19,20.46,5.27,60.34,8.66,41.05,2.64
10,2023,15/10/2023,Bangkok,198.074078,116.7,14.99,24.13,19.48,9.82,193.08,39.61,35.36,16.92
3,2023,15/10/2023,Beijing,199.3287671,109.94,22.29,73.01,2.39,1.76,99.74,39.46,87.23,8.92
12,2023,15/10/2023,Madrid,162.3231823,23.07,43.24,5.82,38.1,2.43,181.58,25.11,46.14,3.3
16,2023,15/10/2023,Toronto,243.2645745,36.2,49.22,78.22,25.87,4.84,101.17,14.15,25.74,14.73
19,2023,15/10/2023,Berlin,222.8326596,17.22,143.22,64.36,12.28,7.78,103.8,10.01,42.62,12.19
1,2023,15/10/2023,Los Angeles,118.71,133.43,25.71,76.7,7.97,1.34,51.96,36.14,11.37,9.39
10,2023,16/10/2023,Bangkok,175.0353003,144.69,36.6,34.27,3.28,5.38,27.64,5.31,92.63,6.16
12,2023,16/10/2023,Madrid,218.3460638,121.63,178.16,75.24,48.66,9.03,198.49,31.99,50.24,0.97
13,2023,16/10/2023,Istanbul,290.1421277,25.67,75.29,45.96,12.07,6.78,35.27,9.36,91.08,17.44
11,2023,16/10/2023,Mexico City,246.3820213,104.48,141.09,16.97,17.97,9.71,186.17,32.42,88.89,1.7
3,2023,16/10/2023,Beijing,166.216333,63.61,55.9,12.81,28.73,0.42,20.05,12.78,19.05,10.63
9,2023,16/10/2023,Cairo,277.4406383,124.29,145.57,41.6,11.46,8.44,102.3,37.18,43.67,17.68
12,2023,16/10/2023,Madrid,225.876383,17.15,31.17,85.91,37.98,4.63,83.82,33.88,71.6,19.97
17,2023,16/10/2023,Seoul,137.7869347,45.59,162.98,81.18,39.28,5.61,44.64,6.58,81.74,14.24
6,2023,16/10/2023,Tokyo,185.5013699,111.29,38.63,91.83,48.29,6.04,175.91,38.99,65.58,1.21
18,2023,16/10/2023,Dubai,239.2729787,140.93,77.04,43.94,49.66,6.1,162.86,-6.84,19.97,2.14
13,2023,16/10/2023,Istanbul,159.6227608,47.18,131.06,38.44,17.67,8.9,95.86,30.3,14.6,7.97
16,2023,16/10/2023,Toronto,202.0426596,82.5,45.4,46.54,45.4,0.63,43.62,36.51,99.24,12.5
1,2023,16/10/2023,New York,164.9409905,72.2,189.3,92.47,17.04,8,80.19,37.61,34.36,19.54
12,2023,16/10/2023,Madrid,298.4096809,77.86,172.66,13.79,14.87,4.88,106.99,13.16,89.33,10.15
12,2023,16/10/2023,Madrid,176.4284211,102.05,147.76,20.17,8.09,8.81,50.97,37.22,80.94,0.93
15,2023,16/10/2023,Johannesburg,260.8844681,144.66,198.18,34.72,39.52,5.1,122.47,9.79,48.22,12.28
2,2023,16/10/2023,London,274.628617,96.74,40.02,68.14,3.29,0.84,149.09,-7.29,52.73,11.45
13,2023,16/10/2023,Istanbul,125.8447236,84.97,38.5,45.07,42.2,1.63,52.06,33.02,90.91,15.62
8,2023,16/10/2023,Rio de Janeiro,145.87,117.98,187.99,26.46,33.51,7.54,190.64,36.22,84.08,18.63
7,2023,16/10/2023,Sydney,193.0368421,75.08,143.93,72.88,3.42,0.71,129.62,11.17,40.3,16.94
19,2023,16/10/2023,Berlin,155.1874605,50.44,22.75,74.88,23.64,7.08,70.42,20.82,88.17,11.77
11,2023,16/10/2023,Mexico City,285.4343617,122.32,72.41,78.62,19.24,1.95,87.26,13.15,26.05,3.09
12,2023,16/10/2023,Madrid,79.53776824,100.99,46.25,21.83,39.33,3.69,142.34,9.09,97.5,14.58
5,2023,16/10/2023,Paris,197.0517387,118.18,82.3,88.56,7.16,9.36,178.58,12.6,89.86,0.55
18,2023,17/10/2023,Dubai,247.6774468,42.68,88.48,5.28,46.93,1.98,113.82,-6.94,99.02,12.17
10,2023,17/10/2023,Bangkok,258.7148936,143.52,189.57,63.49,14.05,6.82,159.38,28.35,66.21,14.47
10,2023,17/10/2023,Bangkok,177.6789252,52.59,191.97,40.42,13.92,4.49,157.98,13.24,19.89,4.36
14,2023,17/10/2023,Moscow,147.655,101.2,150.32,62.14,46.85,4.6,26.1,9.33,12.25,2.1
19,2023,17/10/2023,Berlin,247.8880851,126.37,90.17,76.08,21.34,6.85,79.63,-3.3,24.73,0.61
11,2023,17/10/2023,Mexico City,198.7401475,42.62,166.34,59.88,39.99,5.39,35.34,-5.22,27.09,18.33
2,2023,17/10/2023,London,213.5751064,46.53,27.43,8.33,25.55,1.19,108.59,27.41,44.48,15.91
6,2023,17/10/2023,Tokyo,174.8649104,51.68,153.22,81.56,40.28,8.04,36.88,31.19,93.73,19.28
16,2023,17/10/2023,Toronto,120.7969849,73.01,159.12,53.22,35.99,9.14,161.38,-2.07,12.83,19.35
5,2023,17/10/2023,Paris,194.8779768,103.81,27.87,81.6,24.15,6.72,28.46,17.34,24.84,5.31
19,2023,17/10/2023,Berlin,252.2167021,122.83,171.48,49.65,5.22,8.93,13.77,21.64,54.96,13.27
13,2023,17/10/2023,Istanbul,182.8757895,102.81,86.28,55.07,25.52,1.83,79.93,-2.64,23.28,18.13
6,2023,17/10/2023,Tokyo,175.4277134,145.86,169.15,12.82,46.78,5.63,198.41,-3.2,33.21,11.75
13,2023,17/10/2023,Istanbul,118.5316583,92.05,33.72,17.44,34.79,5.29,154.63,31.05,31.87,7.53
5,2023,17/10/2023,Paris,257.2193617,126.39,188.12,70.48,17.84,9.75,150.32,1.24,72.93,2.71
10,2023,17/10/2023,Bangkok,255.7448936,28.04,96.98,92.82,38.55,7.41,160.8,21.3,76.57,17.85
13,2023,17/10/2023,Istanbul,174.5964173,107.17,13.31,46.06,34.82,7.28,32.15,39.2,52.59,12.58
4,2023,17/10/2023,Mumbai,298.3254255,42.7,123,29.66,18.82,7.44,84.33,2.39,81.06,8.08
19,2023,17/10/2023,Berlin,187.5925184,17.25,38.93,79.62,31.98,1.79,150.52,-4.74,27.21,13.45
4,2023,17/10/2023,Mumbai,185.7646997,73.95,47.48,73.92,25.2,5.56,98.36,20.99,51.44,8.35
12,2023,17/10/2023,Madrid,203.727766,53.03,194.49,17.02,24.59,8.6,117.94,0.97,10.01,19.86
3,2023,17/10/2023,Beijing,140.840201,101.72,193.65,75.25,36.11,6.95,95.07,-7.46,39.8,16.54
2,2023,17/10/2023,London,259.3257447,43.54,110.89,11.1,33.67,2.28,68.31,-7.58,66.41,3.97
14,2023,17/10/2023,Moscow,175.9440464,140.48,34.81,76.57,46.09,8.17,39.61,9.76,87.12,1.08
4,2023,17/10/2023,Mumbai,209.2359574,147.96,164.18,6.44,26.37,5.2,65.71,8.18,60.96,1.06
17,2023,18/10/2023,Seoul,262.6959574,30.42,98.28,17.66,44.91,6.48,33.42,31.02,35.71,15.42
3,2023,18/10/2023,Beijing,163.9651212,115.13,60.18,75.73,13.32,4.69,63.08,18.95,54.62,17.63
15,2023,18/10/2023,Johannesburg,113.6070352,138.18,165.97,18.43,36.38,3.41,95.75,-9.93,90.32,5.14
13,2023,18/10/2023,Istanbul,234.902234,45.74,60.76,57.41,27.42,4.04,33.26,33.23,96.97,9.69
16,2023,18/10/2023,Toronto,131.485,48.44,140.63,92.15,33.1,8.88,134.81,12.04,11.67,13.77
5,2023,18/10/2023,Paris,181.339726,31.56,13.34,72.22,20.63,0.97,11.99,32.35,66.48,12.41
19,2023,18/10/2023,Berlin,264.4442553,11.61,58.77,52.49,5.71,6.51,75.58,19.72,57.93,5.18
13,2023,18/10/2023,Istanbul,258.6832979,26.36,117.91,34.06,44.17,0.76,18.83,-5.73,69.41,14.48
16,2023,18/10/2023,Toronto,168.5501581,110.85,177.58,58.83,33.4,2.33,140.66,0.85,12.7,16.05
9,2023,18/10/2023,Cairo,153.6642782,8.64,154.47,80.08,32.76,8.66,38.26,22.61,40.99,10.55
13,2023,18/10/2023,Istanbul,159.3387777,124.07,137.86,8.82,44.89,6.83,45.32,31.51,33.29,5.06
7,2023,18/10/2023,Sydney,179.3415174,127.06,157.71,6.21,2.23,3.19,164.93,-3.4,84.25,13.34
15,2023,18/10/2023,Johannesburg,161.285353,138.56,138.33,89.22,13.98,5.04,91.35,21.67,28.39,17.48
13,2023,18/10/2023,Istanbul,284.2021277,59.85,42.77,65.44,20.24,4.93,88.68,9.77,93.52,9.18
1,2023,18/10/2023,New York,233.7015957,141.88,186.86,38.4,33.02,0.64,77.94,10.49,24.4,18.43
13,2023,18/10/2023,Istanbul,235.9659574,55.35,69.82,63.1,16.28,0.91,151.49,30.18,59.67,7.82
13,2023,18/10/2023,Istanbul,174.2969442,82.02,169.72,59.33,31.14,1.34,45.11,6.5,36.28,10.03
2,2023,18/10/2023,London,248.9096809,136.81,33.37,59.66,22.24,3.06,139.2,16.71,63.44,15.72
19,2023,18/10/2023,Berlin,263.0645745,6.39,144.39,82.92,5.84,1.18,164.58,26.89,23.94,13.43
12,2023,18/10/2023,Madrid,89.52703863,100.62,74.88,33.22,45.21,7.82,63.18,7.83,28.78,3.6
2,2023,18/10/2023,London,181.7889357,40.62,125.02,26.57,24.37,7.3,85.53,29.89,34.22,8.13
3,2023,18/10/2023,Beijing,193.690411,9.03,29.68,20.78,19.39,3.34,138.19,13.18,29,6.15
14,2023,18/10/2023,Moscow,126.2140704,23.95,187.71,51.56,24.78,4.81,79.71,4.91,19.49,14.02
7,2023,18/10/2023,Sydney,231.3424468,114.26,168.76,68.03,13.83,5.42,77.34,12.49,41.5,13.09
2,2023,18/10/2023,London,91.92446352,37.55,121.85,28.66,43.54,3.98,166.24,14.25,73.76,0.86
13,2023,18/10/2023,Istanbul,117.03,80.61,101.27,68.08,15.52,1.01,86.61,5.88,69.89,18.82
4,2023,18/10/2023,Mumbai,195.600843,89.49,22.58,77.46,46.77,8.69,37.15,-2.42,61.29,5.27
12,2023,18/10/2023,Madrid,82.13727273,60.66,73.97,25.68,46.96,9.73,57.82,4.01,18.04,14.95
10,2023,18/10/2023,Bangkok,237.503617,71.65,186.15,79.05,22.72,9.4,79.51,-7.93,91.34,10.62
7,2023,18/10/2023,Sydney,92.6,110.39,161.57,92.96,25.41,4.76,105.99,5.96,56.91,14.66
19,2023,18/10/2023,Berlin,186.4049526,75.42,37.98,76.16,28.9,0.55,65.41,0.74,18.61,2.03
7,2023,18/10/2023,Sydney,164.6931507,46.86,127.9,63.5,7.68,8.69,185,1.05,11.53,0.66
19,2023,18/10/2023,Berlin,193.8866175,77.12,52.85,91.08,28.98,6.24,137.05,28.7,21.99,19.02
3,2023,18/10/2023,Beijing,157.9115789,148.88,146.9,48.83,42.41,8.91,160.77,-9.46,63.98,14.86
17,2023,19/10/2023,Seoul,71.65424242,109.42,46.59,80.09,35.92,6.35,146.76,27.58,58.72,10.72
1,2023,19/10/2023,Los Angeles,175.969863,146.22,174.35,60.6,17.3,4.14,86.69,10.66,45.7,3.71
6,2023,19/10/2023,Tokyo,191.1810327,100.93,102.16,7.97,46.56,3.83,55.62,12.91,55.18,5.64
6,2023,19/10/2023,Tokyo,165.9220232,89.21,140.62,70.11,17.35,8.33,71.98,-5.89,71.6,14.27
1,2023,19/10/2023,New York,233.301383,130.59,135.37,91.66,4.76,3.27,21.17,3.71,29.6,4.05
18,2023,19/10/2023,Dubai,163.1596417,32.27,59.36,67.05,5.35,8.69,67.91,32.15,80.93,6.07
5,2023,19/10/2023,Paris,145.7648241,20.57,13.48,67.02,33.13,1.77,79.9,16.61,58.84,7.24
7,2023,19/10/2023,Sydney,45.45454545,85.81,73.45,23.14,30.01,4.84,189.67,38.03,67.67,11.41
12,2023,19/10/2023,Madrid,157.3457323,9.73,154.34,45.91,34.14,1.62,152.4,37.25,64.83,4.7
3,2023,19/10/2023,Beijing,154.6105263,78.02,13.84,41.82,48.82,0.96,78.05,10.53,97.11,19.99
14,2023,19/10/2023,Moscow,94.55321888,111.3,138.76,43.65,44.67,9.85,190.94,12.93,42.55,12.7
1,2023,19/10/2023,Los Angeles,106.7612121,68.67,197.18,95.22,43.22,5.56,30.44,33.56,77.2,9.83
10,2023,19/10/2023,Bangkok,95.5416309,107.01,133.42,56.36,31.59,3.05,101.92,-2.1,52.03,1.55
3,2023,19/10/2023,Beijing,213.6067021,11.52,166.64,71.55,46.17,8.52,85.33,4.42,60.21,4.95
12,2023,19/10/2023,Madrid,192.0568421,33.28,92.39,88.34,16.19,6.05,58.78,21.75,21.27,1.02
10,2023,19/10/2023,Bangkok,243.9280851,129.09,143.54,37.45,1.15,2.33,117.97,8.93,80.91,13.94
16,2023,19/10/2023,Toronto,197.8417281,55.48,96.73,69.54,14.73,1.35,43.27,17.24,89.98,18.73
14,2023,19/10/2023,Moscow,174.4570074,103.86,189.45,87.36,49.54,7.87,54.01,8.64,68.64,12.47
13,2023,19/10/2023,Istanbul,168.4055848,84.4,51.8,38.43,17.2,7.82,69.02,-6.1,31.21,10.6
7,2023,19/10/2023,Sydney,189.7714436,26.61,28.87,16.19,46.58,8.06,136.67,0.48,84.2,10.14
4,2023,19/10/2023,Mumbai,157.8001054,133.32,170.01,76.9,49.01,2.24,82.37,22.57,32.98,16.31
15,2023,19/10/2023,Johannesburg,132.15,53.68,126.39,90.09,48.5,9.01,31.89,17.78,84.76,19.27
6,2023,19/10/2023,Tokyo,289.1205319,9.35,15.21,33.54,8.63,4,31.3,0.23,78.64,0.58
2,2023,19/10/2023,London,93.41759657,67.79,141.55,8.42,38.8,1.12,32.64,14.57,34.53,0.99
9,2023,19/10/2023,Cairo,249.8680851,35.26,83.59,47.73,43.33,0.56,87.4,17.43,83.23,2.48
14,2023,19/10/2023,Moscow,162.6278188,32.81,127.55,82.9,44.19,7.63,37.67,32.76,15.75,0.52
6,2023,19/10/2023,Tokyo,290.4580851,79.05,89.75,8.64,9.71,1.57,58.84,26.15,97.19,8.55
12,2023,20/10/2023,Madrid,262.5695745,32.96,144.76,65.85,16.43,2.68,128.52,11.29,33.97,13.33
15,2023,20/10/2023,Johannesburg,185.3877766,125.43,13.27,34.77,19.54,3.95,119.01,-6.49,89.04,7.86
9,2023,20/10/2023,Cairo,160.1958904,106.05,34.58,50.65,26.87,0.68,56.14,7.02,33.74,10.07
10,2023,20/10/2023,Bangkok,211.8373404,50.91,76.95,27.27,32.8,6.43,52.19,6.9,80.6,3.46
4,2023,20/10/2023,Mumbai,211.0158511,120.46,24.12,25.27,49.5,1.95,63.66,22.51,37.6,3.32
13,2023,20/10/2023,Istanbul,289.4154255,136.64,99.21,8.75,35.4,9.59,156.97,33.35,74.51,3.52
17,2023,20/10/2023,Seoul,211.7530851,135.44,107.68,10.15,11.24,1.57,86.54,-4.97,31.82,17.16
18,2023,20/10/2023,Dubai,139.2889447,143.86,102,66.77,36.32,4.01,146.11,21.74,94.8,19.48
12,2023,20/10/2023,Madrid,245.6237234,121.07,78.84,71.02,18.75,9.79,23.37,37.67,71.11,19.4
8,2023,20/10/2023,Rio de Janeiro,283.8651064,119.06,18.01,38.14,21.48,1.42,49.02,27.57,21.92,11.69
15,2023,20/10/2023,Johannesburg,93.17959596,17.83,185.34,99.73,22.66,2.24,120.45,-3.58,60.09,19.7
1,2023,20/10/2023,Los Angeles,157.7568421,67.39,159.01,42.44,46.59,4.29,25.04,2.93,52.29,2.03
7,2023,20/10/2023,Sydney,77.43869565,68.83,190.95,45.31,7.21,4.36,88.56,38.27,76.36,10.73
17,2023,20/10/2023,Seoul,174.2349842,12.34,142.06,23.53,13.16,0.28,126.81,32,71.7,15.22
8,2023,20/10/2023,Rio de Janeiro,275.8081915,51.05,57.02,70.11,22.66,2.9,35.86,-3.33,82.31,10.13
7,2023,20/10/2023,Sydney,222.9169149,100.5,41.81,26.77,39.35,6.13,12.23,-1.18,64.12,11.52
2,2023,20/10/2023,London,157.1391992,130.94,119.31,18.4,18.21,5.94,164.46,31.36,62.94,10.5
19,2023,20/10/2023,Berlin,214.7020213,122.1,15.67,91.05,9.26,8.56,95.38,18.21,54,3.66
9,2023,20/10/2023,Cairo,177.1006322,135.05,174.11,94.65,13.34,7.87,116.29,10.98,89.2,5.25
4,2023,20/10/2023,Mumbai,138.9442211,18.44,127.54,92.11,43.73,6.69,115.51,14.51,80.36,14.16
10,2023,20/10/2023,Bangkok,184.5409905,78.65,143.24,85.25,30.16,2.56,189.95,-7.51,21.47,1.44
17,2023,20/10/2023,Seoul,224.7178723,114.66,107.69,86.87,48.36,6.9,116.21,39.14,86.94,7.48
3,2023,20/10/2023,Beijing,254.6811702,73.31,76.06,9.75,23.55,9.94,78.31,14.06,92,16.91
18,2023,20/10/2023,Dubai,157.8827187,109.94,40.89,57.33,44.31,1.41,148.37,-8.51,46.18,3.6
16,2023,20/10/2023,Toronto,243.2435106,10.2,152.09,44.01,6.95,4.46,184.68,23.97,28.49,18.27
13,2023,20/10/2023,Istanbul,184.8559536,13.75,140.22,25.52,9.66,4.63,48.59,24.38,14.85,2.98
19,2023,20/10/2023,Berlin,183.8181243,22.64,169.9,55.14,16.34,1.18,88.62,28.01,71.06,19.9
1,2023,20/10/2023,New York,216.218617,35.49,68.54,78.82,7.6,0.1,43.1,31.05,15.85,1.42
5,2023,20/10/2023,Paris,192.2756586,35.35,165.24,20.61,15.66,9.75,177.03,32.01,78.34,7.34
18,2023,21/10/2023,Dubai,89.8,105.89,135.71,77.91,36.7,9.95,46.93,33.77,39.19,6.21
15,2023,21/10/2023,Johannesburg,285.4132979,126.8,33.19,35.19,16.67,7.85,102.36,10.96,39.64,2.5
17,2023,21/10/2023,Seoul,272.4590426,141.21,84.88,41.07,20.84,1.96,198.44,8.74,93.76,9.8
3,2023,21/10/2023,Beijing,155.6163158,56.16,100.72,21.74,49.5,4.95,120.56,2.85,75.45,13.56
18,2023,21/10/2023,Dubai,197.9863014,60.53,45.84,73.59,49.93,4.38,140.53,20.3,81.98,16.17
9,2023,21/10/2023,Cairo,243.4857447,55.12,97.28,60.2,15.69,7.99,27.74,7.55,50.79,12.62
17,2023,21/10/2023,Seoul,202.358617,14.84,195.06,16.2,38.68,7.11,42.78,-5.14,33.86,18.08
6,2023,21/10/2023,Tokyo,174.6747368,27.27,174.69,95.9,28.65,9.9,36.8,0.3,39.19,2.22
1,2023,21/10/2023,Los Angeles,192.5648051,122.58,41.92,17.29,37.99,4.19,32.63,-5.63,45.95,0.58
15,2023,21/10/2023,Johannesburg,157.1546891,96.51,141.7,99.81,17,5.57,48.16,23.82,71.03,5
12,2023,21/10/2023,Madrid,269.4153191,67.42,96.63,72.93,33.82,1.59,17.28,17.15,15.77,2.24
1,2023,21/10/2023,Los Angeles,172.1748156,136,144.99,72.66,45.6,6.97,98.19,12.4,87.75,6.47
14,2023,21/10/2023,Moscow,177.018019,35.81,119.71,95.58,46.77,0.98,95.18,-5.35,24.31,7.88
19,2023,21/10/2023,Berlin,185.6356164,41.78,80.09,32.14,37.54,7.41,107.29,11.09,15.41,17.72
17,2023,21/10/2023,Seoul,110.7455556,93.64,57.85,36.52,48.72,8.08,146.34,7.98,23.22,15.99
18,2023,21/10/2023,Dubai,120.8276768,146.5,24.76,85.21,32.1,6.26,92.83,15.14,99.89,13.41
16,2023,21/10/2023,Toronto,149.3105528,33.39,59.24,7.36,24.89,2,87.79,32.74,47.67,5.16
17,2023,21/10/2023,Seoul,237.3667021,13.24,155.89,66.83,1.76,3.26,173.85,12.66,49.38,17.32
14,2023,21/10/2023,Moscow,216.3344681,17.81,195.93,26.2,7.94,3.32,186.15,9.3,96.63,15.11
18,2023,21/10/2023,Dubai,298.3570213,26.65,50.54,63.77,39.8,8.38,54.25,-6.88,67.61,5.2
1,2023,21/10/2023,Los Angeles,193.1915789,126.64,105.56,40.1,12.61,1.21,170.96,-4.53,83.43,18.76
18,2023,22/10/2023,Dubai,104.1627273,29.32,170.5,31.13,48.96,2.41,17.48,6.81,41.65,14.2
4,2023,22/10/2023,Mumbai,268.815,21.98,59.46,45.18,4.1,1.95,127.85,-1.38,42.69,9.24
16,2023,22/10/2023,Toronto,233.2065957,105.84,175.18,57.2,15.44,6.87,183.53,10.7,95.24,11.72
3,2023,22/10/2023,Beijing,224.5704255,114.7,15.55,91.39,9.81,5.09,24.52,17.53,67.26,4.81
16,2023,22/10/2023,Toronto,191.687039,87.76,26.12,10.35,7.04,8.29,153.98,-9.87,31.78,2.89
10,2023,22/10/2023,Bangkok,263.2857447,33.1,110.94,79.33,2.87,4.58,56.72,6.12,46.95,7.94
2,2023,22/10/2023,London,173.9251844,123.09,147.54,89.88,45.73,7.01,195.56,2.15,11.66,7.57
9,2023,22/10/2023,Cairo,296.1769149,11.19,135.95,13.9,40.76,0.95,15.49,18.82,61.29,18.67
12,2023,22/10/2023,Madrid,123.8256281,79,170.32,21.49,30.92,6.08,89.4,25.3,67.57,9.32
18,2023,22/10/2023,Dubai,289.3943617,27.02,69.04,48.82,21.6,0.88,91.23,10.96,17.07,15.29
4,2023,22/10/2023,Mumbai,52.06521739,137.66,98.57,19.04,43.25,1.83,35.13,-1.18,41.53,19.79
18,2023,22/10/2023,Dubai,154.8621707,99.85,191.89,79.32,40.41,4.89,93.2,32.19,89.29,11.67
