Date,City,Country,AQI,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (ppb),SO2 (ppb),CO (ppm),O3 (ppb),Temperature (°C),Humidity (%),Wind Speed (m/s)
2023-08-15,Toronto,Canada,,128.57,99.71,35.46,23.89,7.31,22.85,18.46,23.19,12.04
2023-08-15,Paris,France,,15.01,26.75,43.92,15.81,8.03,189.07,2.92,70.19,6.07
2023-08-15,Berlin,Germany,,64.32,16.03,46.51,49.9,2.5,145.6,30.39,34.77,14.0
2023-08-15,Berlin,Germany,,102.09,192.46,35.53,8.29,8.89,138.01,9.57,34.91,1.79
2023-08-15,Paris,France,,21.63,132.04,28.04,7.98,7.66,166.92,12.73,83.35,1.01
2023-08-15,Mumbai,India,,134.65,100.62,63.16,44.4,4.45,17.47,-1.52,37.07,14.55
2023-08-15,Istanbul,Turkey,,122.66,130.86,11.38,35.01,8.82,160.55,-5.64,79.07,1.97
2023-08-16,London,UK,,98.48,142.24,74.86,27.18,9.33,86.11,8.15,91.9,9.34
2023-08-16,Bangkok,Thailand,,17.44,169.73,47.52,6.48,6.58,133.76,26.62,66.8,5.72
2023-08-16,Madrid,Spain,,83.71,182.59,39.43,4.79,8.87,129.34,28.33,51.44,19.94
2023-08-16,Mexico City,Mexico,,22.61,129.53,77.81,33.51,7.37,77.11,13.08,32.65,18.81
2023-08-16,New York,USA,,74.57,30.4,79.01,28.2,4.66,148.55,35.82,50.31,3.57
2023-08-16,Seoul,South Korea,,106.79,96.12,79.27,46.08,7.01,122.95,-0.58,88.07,7.45
2023-08-16,Moscow,Russia,,85.77,193.98,12.08,2.92,5.78,148.55,22.45,82.22,2.25
2023-08-16,Berlin,Germany,,69.01,105.7,26.57,49.68,5.84,80.98,-3.42,29.3,18.68
2023-08-16,Berlin,Germany,,35.49,11.51,51.42,40.27,1.46,104.39,19.47,49.14,2.63
2023-08-16,Mumbai,India,,85.62,35.5,79.66,22.44,4.56,115.13,28.99,69.44,10.32
2023-08-16,Madrid,Spain,,56.24,61.3,69.25,11.62,7.11,196.65,14.31,16.79,9.84
2023-08-16,Seoul,South Korea,,149.28,198.62,83.16,41.96,1.5,175.51,36.32,21.67,19.8
2023-08-16,Cairo,Egypt,,142.13,116.7,14.72,12.13,3.88,75.86,-3.55,12.81,8.19
2023-08-16,New York,USA,,64.91,141.57,47.18,31.69,8.03,54.41,-1.5,69.9,6.92
2023-08-16,Berlin,Germany,,119.03,121.14,54.72,23.88,4.27,162.09,21.01,54.83,2.27
2023-08-16,London,UK,,37.93,74.36,23.85,28.71,9.2,131.31,10.75,75.12,11.74
2023-08-16,Cairo,Egypt,,112.47,37.91,46.43,16.39,2.15,136.68,16.12,51.88,8.16
2023-08-16,Bangkok,Thailand,,21.63,92.48,14.33,14.73,6.24,156.46,17.45,81.93,4.56
2023-08-16,Paris,France,,19.06,178.0,46.89,11.98,1.92,129.03,23.41,93.31,17.85
2023-08-16,Paris,France,,97.03,116.37,47.59,17.73,1.32,107.51,17.68,16.38,3.03
2023-08-16,Los Angeles,USA,,119.37,49.37,40.71,45.53,5.53,174.37,3.97,19.37,9.85
2023-08-16,Berlin,Germany,,87.42,77.09,75.26,12.51,1.76,10.16,34.06,21.2,15.43
2023-08-16,Paris,France,,124.93,54.69,73.68,32.79,6.65,188.15,-7.26,21.9,3.65
2023-08-16,Moscow,Russia,,48.44,97.85,99.79,44.42,0.21,70.06,2.26,11.92,7.0
2023-08-16,Johannesburg,South Africa,,108.93,109.57,98.17,45.78,3.94,181.19,3.7,90.19,18.36
2023-08-16,Tokyo,Japan,,134.27,145.21,28.27,47.32,6.71,108.32,-4.44,22.6,19.72
2023-08-16,Bangkok,Thailand,,103.23,35.12,32.97,41.72,0.5,187.81,29.08,61.1,9.75
2023-08-16,Moscow,Russia,,37.22,109.9,81.77,31.4,2.63,39.29,9.5,94.05,16.81
2023-08-16,Beijing,China,,132.32,64.93,42.33,4.6,4.03,156.0,-10.0,88.71,12.03
2023-08-16,Istanbul,Turkey,,49.13,133.35,62.3,33.68,6.93,42.73,33.86,78.98,8.57
2023-08-16,Mexico City,Mexico,,81.14,123.56,9.52,47.7,8.85,23.4,-5.7,49.84,18.74
2023-08-16,Johannesburg,South Africa,,16.82,33.26,51.3,34.38,4.26,14.38,15.78,80.48,19.47
2023-08-16,Tokyo,Japan,,99.36,78.23,19.39,20.61,0.82,84.18,30.13,16.7,16.76
2023-08-16,Los Angeles,USA,,78.61,47.23,6.32,22.23,4.59,56.2,30.46,32.07,5.57
2023-08-16,Mumbai,India,,114.99,22.59,47.14,16.36,6.2,196.87,-4.12,98.88,1.09
2023-08-16,Mumbai,India,,9.34,138.56,22.42,16.32,4.52,41.2,28.17,36.88,3.73
2023-08-17,New York,USA,,62.85,108.93,43.74,3.51,6.49,94.35,-2.82,51.1,12.55
2023-08-17,Dubai,UAE,,42.44,178.75,79.09,44.09,3.57,102.08,9.48,31.3,13.91
2023-08-17,Istanbul,Turkey,,9.28,111.36,96.66,29.93,4.41,38.02,2.56,16.77,10.27
2023-08-17,Berlin,Germany,,115.54,136.72,78.85,16.1,1.9,166.43,22.68,27.41,15.83
2023-08-17,Cairo,Egypt,,14.18,80.74,39.91,19.09,7.34,175.98,20.33,93.74,5.7
2023-08-17,Seoul,South Korea,,127.5,109.27,12.2,23.73,1.96,155.26,9.19,87.96,14.42
2023-08-17,Paris,France,,34.96,130.65,50.15,3.88,4.82,129.18,2.74,15.74,17.58
2023-08-17,Berlin,Germany,,43.31,195.63,67.55,22.95,3.7,148.91,38.83,31.6,19.62
2023-08-17,Los Angeles,USA,,71.39,169.41,61.64,1.5,0.57,18.34,22.37,63.54,9.56
2023-08-17,Johannesburg,South Africa,,108.32,153.08,14.25,34.62,6.1,83.46,18.41,20.11,9.27
2023-08-17,Cairo,Egypt,,140.7,186.44,21.7,37.56,2.14,97.53,-6.8,59.69,17.4
2023-08-17,Madrid,Spain,,23.87,62.32,66.28,21.52,7.38,180.98,14.38,92.37,13.39
2023-08-17,Tokyo,Japan,,80.12,119.56,19.64,43.87,7.25,14.85,-2.21,92.76,11.13
2023-08-17,Cairo,Egypt,,24.44,93.28,26.13,35.04,7.4,38.62,-1.92,55.66,17.25
2023-08-17,Rio de Janeiro,Brazil,,141.35,160.26,12.75,39.76,6.72,177.26,27.31,38.21,5.29
2023-08-17,Beijing,China,,139.06,52.58,13.5,46.85,7.56,163.25,9.3,65.22,6.23
2023-08-17,Seoul,South Korea,,20.1,131.44,67.75,1.59,4.53,81.96,15.0,33.17,5.11
2023-08-17,Rio de Janeiro,Brazil,,97.78,100.18,51.88,35.86,6.75,124.71,17.82,47.52,5.23
2023-08-17,Los Angeles,USA,,25.35,92.53,64.58,32.18,9.42,33.06,-3.71,55.8,1.18
2023-08-17,Sydney,Australia,,132.18,38.89,8.8,21.76,3.58,167.03,35.24,65.46,8.65
2023-08-17,Toronto,Canada,,58.54,178.07,81.97,9.71,3.39,14.83,36.15,82.44,4.48
2023-08-17,Beijing,China,,62.59,38.76,41.47,23.96,1.24,188.31,32.86,74.29,7.87
2023-08-17,Rio de Janeiro,Brazil,,47.59,165.07,44.11,44.48,0.84,93.21,5.37,49.19,18.88
2023-08-17,Dubai,UAE,,93.17,102.41,45.12,24.05,5.16,37.51,-5.57,62.48,3.91
2023-08-17,Rio de Janeiro,Brazil,,37.45,88.1,42.94,1.24,4.07,145.56,18.99,92.01,6.65
2023-08-17,Cairo,Egypt,,29.71,12.81,80.72,5.61,3.05,161.83,17.63,77.47,4.45
2023-08-17,Rio de Janeiro,Brazil,,107.26,13.48,81.36,21.99,7.78,123.37,16.76,52.5,10.13
2023-08-17,Moscow,Russia,,89.34,51.22,94.13,17.18,9.58,118.73,0.06,98.71,6.61
2023-08-17,Istanbul,Turkey,,133.6,50.1,72.16,1.84,6.62,47.73,31.94,58.3,2.22
2023-08-17,Dubai,UAE,,32.74,129.01,60.33,5.03,9.16,119.22,-2.92,88.7,9.08
2023-08-17,New York,USA,,148.65,90.34,28.88,20.34,7.8,92.86,25.3,80.12,13.86
2023-08-17,Dubai,UAE,,35.93,21.52,88.45,34.78,2.65,93.14,18.02,18.82,6.0
2023-08-17,New York,USA,,10.11,31.51,68.43,13.43,4.4,156.69,7.23,41.57,1.72
2023-08-17,Los Angeles,USA,,98.41,18.22,68.61,28.96,4.57,186.5,3.18,67.28,6.79
2023-08-17,Beijing,China,,56.1,129.53,44.49,34.53,9.94,193.86,-6.28,97.32,18.63
2023-08-18,London,UK,,93.43,119.09,17.12,48.64,2.59,68.76,-8.34,22.65,8.39
2023-08-18,Berlin,Germany,,28.15,75.06,76.22,19.85,4.73,42.78,31.93,39.93,16.81
2023-08-18,Los Angeles,USA,,143.47,145.28,90.06,28.24,8.86,154.08,-6.9,34.8,9.05
2023-08-18,Moscow,Russia,,58.8,35.64,25.36,17.15,4.64,90.3,37.07,35.18,17.2
2023-08-18,Toronto,Canada,,32.61,95.01,84.53,44.29,1.93,61.88,26.6,99.74,8.52
2023-08-18,Mexico City,Mexico,,113.3,134.78,84.86,31.91,9.49,30.23,-5.15,46.2,2.33
2023-08-18,Beijing,China,,147.46,30.76,28.35,35.68,3.98,116.66,32.26,91.88,14.45
2023-08-18,Rio de Janeiro,Brazil,,24.6,96.45,46.06,41.82,4.64,114.26,37.78,90.13,9.99
2023-08-18,Mexico City,Mexico,,51.47,137.97,97.83,3.45,7.12,194.18,-3.68,43.75,13.95
2023-08-18,Cairo,Egypt,,98.32,183.41,17.33,5.75,5.48,56.04,14.16,95.53,8.04
2023-08-18,Beijing,China,,140.94,69.25,71.03,34.65,2.26,30.53,31.91,20.28,17.85
2023-08-18,Mumbai,India,,142.17,181.25,37.92,29.59,1.83,29.85,11.88,23.87,6.72
2023-08-18,Seoul,South Korea,,47.79,108.67,42.66,8.9,0.48,106.36,20.71,25.89,7.39
2023-08-18,Tokyo,Japan,,116.3,82.26,80.87,17.08,2.79,186.83,4.95,20.39,5.31
2023-08-18,Seoul,South Korea,,23.44,39.23,99.91,18.68,9.59,46.02,32.72,70.77,10.2
2023-08-18,Johannesburg,South Africa,,9.99,132.01,11.7,23.13,1.68,179.77,6.0,23.1,12.56
2023-08-18,Bangkok,Thailand,,102.34,36.16,82.39,27.33,5.85,184.77,15.14,74.73,19.02
2023-08-18,Tokyo,Japan,,83.55,132.58,32.46,13.92,3.62,187.39,37.05,93.24,16.8
2023-08-18,Johannesburg,South Africa,,119.38,42.2,74.49,23.12,1.95,63.79,26.61,10.96,7.98
2023-08-18,Mexico City,Mexico,,123.34,181.59,30.95,14.45,5.34,29.11,8.34,24.93,12.22
2023-08-18,Los Angeles,USA,,145.18,145.31,25.4,12.69,6.44,197.96,38.94,15.39,14.47
2023-08-18,Madrid,Spain,,130.36,132.52,5.58,47.35,0.37,112.39,-6.42,80.04,17.83
2023-08-18,Tokyo,Japan,,96.23,170.75,71.27,23.78,6.37,53.86,22.77,96.81,17.06
2023-08-18,Johannesburg,South Africa,,89.86,37.91,82.54,46.68,8.74,131.3,2.36,85.65,8.7
2023-08-18,Dubai,UAE,,135.91,145.79,20.2,22.51,7.82,179.58,31.41,29.45,19.61
2023-08-18,Istanbul,Turkey,,14.08,116.79,40.22,6.0,7.85,155.57,-0.99,66.29,13.46
2023-08-18,Berlin,Germany,,39.78,164.27,33.16,19.32,9.69,99.91,-1.89,34.11,13.93
2023-08-18,New York,USA,,8.91,66.47,69.26,3.73,1.62,164.94,15.42,32.64,19.7
2023-08-18,Beijing,China,,82.34,181.61,7.07,1.34,1.26,30.17,10.19,48.2,16.46
2023-08-18,Cairo,Egypt,,104.95,123.08,34.65,3.51,0.35,173.37,7.12,21.94,7.52
2023-08-18,London,UK,,138.97,13.04,59.62,32.08,4.43,75.84,38.01,51.32,17.69
2023-08-18,New York,USA,,76.4,62.53,11.09,26.09,2.42,24.24,6.37,84.51,11.32
2023-08-18,Beijing,China,,20.06,125.64,74.93,1.33,2.56,154.96,-8.63,30.09,4.02
2023-08-18,Paris,France,,53.52,144.46,70.57,28.65,6.32,186.53,26.52,37.94,4.42
2023-08-18,Toronto,Canada,,79.24,55.89,57.12,34.46,6.77,136.4,38.36,25.36,7.34
2023-08-19,Rio de Janeiro,Brazil,,20.57,30.61,54.58,9.76,7.17,102.17,26.15,72.11,3.13
2023-08-19,New York,USA,,86.86,96.96,26.0,4.99,1.1,109.38,22.88,64.86,14.44
2023-08-19,Mexico City,Mexico,,70.14,88.69,89.44,4.58,3.37,193.68,-1.91,19.17,6.46
2023-08-19,Los Angeles,USA,,138.35,190.05,96.25,21.95,4.47,174.33,-0.12,94.81,0.68
2023-08-19,Seoul,South Korea,,139.25,126.87,86.97,5.66,6.44,64.36,-8.81,34.55,16.85
2023-08-19,Paris,France,,75.27,147.72,65.4,13.32,3.62,115.31,11.88,97.64,2.97
2023-08-19,London,UK,,128.78,182.58,32.45,12.47,5.38,154.67,-7.05,98.16,4.38
2023-08-19,Mexico City,Mexico,,117.64,186.7,49.27,33.49,4.01,36.93,-5.73,58.29,15.07
2023-08-19,Johannesburg,South Africa,,134.86,63.57,33.59,44.31,5.82,157.63,-2.1,59.32,2.01
2023-08-19,Seoul,South Korea,,65.13,186.68,8.59,9.68,7.55,117.73,27.46,65.39,16.6
2023-08-19,Cairo,Egypt,,126.34,48.14,83.24,47.53,3.62,68.29,38.18,24.2,16.35
2023-08-19,Beijing,China,,57.78,151.9,78.37,10.33,5.11,148.66,-8.6,97.94,5.95
2023-08-19,Cairo,Egypt,,83.72,174.42,33.88,25.66,7.47,24.68,8.44,42.86,1.85
2023-08-19,London,UK,,42.63,113.99,69.78,22.16,9.17,67.62,29.9,96.86,19.3
2023-08-19,Istanbul,Turkey,,20.37,119.29,18.03,31.37,2.86,140.94,-3.15,43.84,10.72
2023-08-19,Bangkok,Thailand,,83.09,77.19,25.67,25.45,0.31,32.43,7.68,26.24,9.67
2023-08-19,New York,USA,,94.37,58.3,7.2,28.91,8.21,161.87,32.18,58.23,17.28
2023-08-19,Madrid,Spain,,44.36,102.15,44.0,34.33,7.44,137.59,11.08,52.47,3.83
2023-08-19,Seoul,South Korea,,62.13,124.72,71.29,36.68,8.44,129.09,3.6,31.58,14.93
2023-08-19,Berlin,Germany,,113.08,105.38,22.61,22.12,9.65,88.06,29.68,64.02,19.81
2023-08-19,Mexico City,Mexico,,121.09,183.31,29.08,48.23,0.7,32.81,2.66,55.57,5.84
2023-08-19,Moscow,Russia,,126.07,91.85,72.11,47.32,0.42,75.99,-6.56,78.11,3.55
2023-08-19,Mexico City,Mexico,,23.78,28.55,96.73,39.75,9.38,198.27,35.73,34.84,16.99
2023-08-19,Toronto,Canada,,33.67,35.68,59.96,12.09,6.27,20.49,9.72,74.02,2.79
2023-08-19,Sydney,Australia,,13.62,187.14,86.83,23.96,4.38,10.53,-7.34,92.48,9.08
2023-08-19,Johannesburg,South Africa,,44.79,59.69,35.12,29.68,0.66,53.59,26.18,16.8,16.45
2023-08-20,Toronto,Canada,,19.07,168.11,15.2,11.63,5.92,156.68,29.9,39.88,15.73
2023-08-20,Bangkok,Thailand,,17.32,174.08,21.2,31.46,9.59,129.39,16.07,90.98,7.97
2023-08-20,Cairo,Egypt,,39.72,165.63,25.94,31.65,9.26,16.21,-0.62,21.05,2.18
2023-08-20,Johannesburg,South Africa,,137.86,39.61,18.11,20.52,9.44,185.59,-4.77,33.73,15.54
2023-08-20,Toronto,Canada,,94.24,77.0,27.16,23.35,5.96,72.32,-7.36,51.89,14.55
2023-08-20,Johannesburg,South Africa,,23.73,34.3,62.74,37.22,2.5,42.97,24.92,35.56,5.06
2023-08-20,Toronto,Canada,,131.62,102.17,97.09,2.02,3.02,31.49,20.48,17.24,18.66
2023-08-20,Toronto,Canada,,102.01,113.01,86.82,15.24,3.85,123.02,0.53,45.64,5.76
2023-08-20,Los Angeles,USA,,71.58,16.52,18.19,31.05,3.11,134.72,16.09,24.53,18.7
2023-08-20,Berlin,Germany,,5.57,162.13,77.43,20.91,5.74,80.37,7.63,63.14,14.88
2023-08-20,Beijing,China,,36.82,178.11,78.62,24.29,2.22,190.15,-7.4,71.52,18.79
2023-08-20,Beijing,China,,33.32,154.61,79.84,30.0,5.67,103.74,2.47,97.97,14.53
2023-08-20,London,UK,,63.36,148.62,16.0,34.45,7.43,148.53,38.8,79.26,4.81
2023-08-20,Mumbai,India,,35.48,181.35,38.82,29.13,5.61,161.44,21.02,30.29,9.66
2023-08-20,Paris,France,,24.0,77.74,96.0,5.36,7.6,29.17,3.1,88.47,3.31
2023-08-20,Toronto,Canada,,129.46,92.57,76.19,41.48,5.2,61.49,26.81,99.27,8.21
2023-08-20,Rio de Janeiro,Brazil,,125.87,10.29,49.73,2.75,8.05,184.28,27.21,28.33,14.81
2023-08-20,Beijing,China,,58.17,20.94,23.15,49.32,9.36,47.12,7.14,75.25,16.77
2023-08-20,Tokyo,Japan,,21.42,120.92,55.61,49.47,6.1,12.57,27.26,19.37,13.2
2023-08-20,Toronto,Canada,,77.63,72.84,49.6,43.12,6.45,56.29,1.27,78.61,5.1
2023-08-20,Mumbai,India,,27.73,66.66,41.49,49.36,4.61,112.27,-9.34,52.65,18.77
2023-08-20,Moscow,Russia,,101.01,186.04,11.88,22.91,6.36,11.07,-0.51,60.37,11.02
2023-08-20,Seoul,South Korea,,69.25,124.81,67.3,39.18,1.94,93.17,8.45,73.32,7.02
2023-08-20,Moscow,Russia,,146.28,149.85,17.83,33.8,1.3,189.17,-2.85,26.42,7.88
2023-08-21,Sydney,Australia,,14.47,191.74,74.42,5.27,8.71,23.44,24.74,91.75,7.0
2023-08-21,Paris,France,,84.97,150.26,82.06,32.02,1.51,124.01,4.31,57.47,16.63
2023-08-21,Rio de Janeiro,Brazil,,111.93,23.18,18.94,34.01,2.66,70.15,5.89,95.84,2.16
2023-08-21,Mumbai,India,,140.39,105.69,45.31,3.31,8.71,40.28,39.58,68.11,12.28
2023-08-21,Tokyo,Japan,,43.71,59.28,21.9,24.82,9.33,137.48,1.79,13.96,17.49
2023-08-21,Berlin,Germany,,112.17,142.37,25.93,40.21,1.48,37.45,16.5,97.75,0.68
2023-08-21,Tokyo,Japan,,93.21,56.02,87.4,2.86,4.36,77.27,-6.49,58.49,5.88
2023-08-21,Madrid,Spain,,109.78,73.08,63.45,11.11,8.82,99.13,2.05,17.98,0.83
2023-08-21,Madrid,Spain,,23.0,107.32,94.83,24.25,0.87,34.39,37.07,27.8,3.79
2023-08-21,Bangkok,Thailand,,127.87,29.6,17.96,35.61,4.81,46.94,-3.47,74.3,5.36
2023-08-21,New York,USA,,130.71,29.34,70.09,26.77,8.54,168.05,12.68,81.02,9.32
2023-08-21,Tokyo,Japan,,124.26,73.84,95.35,48.12,7.9,76.33,16.78,99.02,19.21
2023-08-21,London,UK,,59.2,78.85,88.91,39.99,5.57,120.09,32.96,34.38,11.52
2023-08-21,Madrid,Spain,,118.12,73.46,92.13,45.19,4.6,33.98,13.81,31.07,7.42
2023-08-21,Berlin,Germany,,75.95,187.3,95.78,32.14,6.16,196.17,30.57,61.93,9.44
2023-08-21,Beijing,China,,148.05,35.6,67.35,26.85,2.04,117.07,-8.42,33.86,17.43
2023-08-21,New York,USA,,135.15,179.94,59.99,16.85,6.72,109.87,-4.99,38.28,8.82
2023-08-21,Mumbai,India,,149.44,54.53,94.06,7.93,1.51,123.83,-0.21,68.85,1.82
2023-08-21,Johannesburg,South Africa,,120.01,126.03,59.29,15.65,0.31,50.79,11.06,16.36,1.24
2023-08-21,Madrid,Spain,,65.2,173.35,31.31,40.7,7.65,72.64,31.66,66.34,5.63
2023-08-21,Johannesburg,South Africa,,145.56,161.15,72.17,4.39,2.97,51.71,1.91,33.83,15.55
2023-08-21,Madrid,Spain,,69.81,164.19,89.48,43.53,5.73,176.33,-7.76,53.54,7.77
2023-08-21,Tokyo,Japan,,125.48,131.74,74.33,33.96,7.6,186.45,3.13,97.89,14.2
2023-08-21,Johannesburg,South Africa,,71.2,67.09,71.22,24.45,1.93,15.47,16.44,71.63,15.82
2023-08-21,Los Angeles,USA,,20.12,173.26,29.49,25.29,6.9,105.93,27.8,63.01,12.65
2023-08-21,Moscow,Russia,,123.3,101.21,61.51,44.79,5.91,133.0,38.82,21.23,4.27
2023-08-22,Cairo,Egypt,,117.76,26.74,51.48,34.06,0.86,42.74,4.0,78.76,6.46
2023-08-22,Beijing,China,,77.54,189.36,25.26,38.07,3.14,35.6,-6.2,30.56,19.67
2023-08-22,Johannesburg,South Africa,,52.38,177.86,20.6,47.64,8.92,17.17,-8.28,84.01,19.37
2023-08-22,Mumbai,India,,65.84,65.08,79.6,19.01,4.8,17.13,6.2,93.99,19.44
2023-08-22,Rio de Janeiro,Brazil,,148.11,186.11,61.6,7.94,0.32,144.96,2.71,46.94,2.5
2023-08-22,Rio de Janeiro,Brazil,,45.84,127.38,65.49,47.17,6.76,150.59,-7.02,63.86,10.27
2023-08-22,Seoul,South Korea,,107.47,160.86,69.97,1.73,6.97,67.84,25.0,53.92,3.43
2023-08-22,Toronto,Canada,,60.05,85.09,70.47,7.79,2.17,97.39,33.08,83.84,10.17
2023-08-22,Los Angeles,USA,,133.04,155.26,89.04,11.0,5.76,18.79,-4.22,67.32,17.47
2023-08-22,Istanbul,Turkey,,69.34,189.09,92.59,36.05,8.13,166.76,38.7,72.87,19.77
2023-08-22,Rio de Janeiro,Brazil,,51.21,132.3,50.2,17.43,8.38,115.23,19.78,74.18,5.25
2023-08-22,Mexico City,Mexico,,45.65,18.14,65.38,32.3,3.24,11.26,1.75,20.3,8.35
2023-08-22,Mexico City,Mexico,,67.44,59.66,17.33,11.87,8.27,173.02,33.66,21.34,7.66
2023-08-22,Toronto,Canada,,45.25,188.13,42.3,23.15,0.11,89.83,-2.85,92.72,16.5
2023-08-22,Mexico City,Mexico,,108.42,128.88,5.61,33.48,9.05,184.89,-3.69,43.09,6.35
2023-08-22,Seoul,South Korea,,27.11,133.69,71.87,15.03,1.0,76.25,31.6,51.32,16.75
2023-08-22,Istanbul,Turkey,,58.48,10.67,30.73,15.91,4.2,193.87,33.73,28.74,3.53
2023-08-22,London,UK,,64.25,116.62,92.48,1.75,5.42,39.83,15.08,19.2,14.84
2023-08-22,Rio de Janeiro,Brazil,,51.3,171.61,70.2,10.64,6.87,131.24,12.27,61.12,15.61
2023-08-22,Berlin,Germany,,128.83,30.63,53.43,37.64,2.51,162.87,-0.39,61.05,9.89
2023-08-22,Beijing,China,,97.57,100.2,42.71,22.9,0.26,158.63,-3.53,30.06,10.43
2023-08-23,Toronto,Canada,,105.19,147.08,30.54,7.63,7.64,18.83,11.48,63.61,6.69
2023-08-23,Cairo,Egypt,,138.56,157.65,29.07,26.38,9.34,91.7,39.18,34.32,4.74
2023-08-23,Dubai,UAE,,73.03,66.37,32.56,1.19,1.36,177.29,-3.59,96.03,17.48
2023-08-23,Mexico City,Mexico,,121.19,125.36,61.06,43.64,0.69,68.53,17.47,67.07,5.09
2023-08-23,Cairo,Egypt,,50.52,194.1,83.93,35.24,8.83,39.68,11.13,61.5,1.86
2023-08-23,Beijing,China,,122.36,131.91,98.58,19.17,5.42,162.99,33.5,67.91,13.99
2023-08-23,Rio de Janeiro,Brazil,,61.63,79.95,95.1,16.66,9.87,69.75,-4.73,55.99,4.44
2023-08-23,Dubai,UAE,,43.89,101.98,85.72,3.46,6.41,24.95,33.62,83.63,2.55
2023-08-23,Beijing,China,,9.65,197.37,81.24,1.11,7.42,104.51,6.01,96.92,9.04
2023-08-23,Toronto,Canada,,93.31,42.01,9.82,2.11,0.74,56.5,16.65,49.99,14.12
2023-08-23,Mumbai,India,,37.92,99.34,59.9,6.95,3.61,179.63,22.9,29.52,15.19
2023-08-23,Beijing,China,,65.22,165.52,90.11,1.07,7.11,59.75,22.79,61.78,11.72
2023-08-23,Bangkok,Thailand,,86.28,144.85,14.07,46.83,3.71,154.51,24.58,24.94,3.35
2023-08-23,Mexico City,Mexico,,93.49,170.05,49.24,19.29,9.0,132.03,27.92,33.3,10.64
2023-08-23,Mexico City,Mexico,,136.34,86.4,15.41,12.27,8.14,119.47,-9.65,87.14,17.7
2023-08-23,Beijing,China,,82.61,122.62,34.0,14.74,1.95,182.76,30.15,86.84,5.8
2023-08-23,Paris,France,,57.5,89.07,36.8,28.59,6.03,23.53,14.59,17.34,2.31
2023-08-23,Los Angeles,USA,,6.1,80.65,26.9,44.42,2.72,133.92,33.56,41.17,13.55
2023-08-23,Mumbai,India,,77.45,151.21,14.56,5.74,6.17,147.87,-7.47,52.02,8.94
2023-08-23,Bangkok,Thailand,,115.1,70.62,30.64,18.77,1.27,81.76,24.22,14.96,10.93
2023-08-23,Bangkok,Thailand,,146.81,135.84,88.29,49.44,9.14,50.05,-1.24,81.3,5.9
2023-08-23,Los Angeles,USA,,90.81,11.59,80.29,17.11,4.23,69.16,18.52,42.06,17.14
2023-08-23,New York,USA,,100.2,77.13,43.31,7.18,4.27,189.89,7.88,38.58,17.26
2023-08-23,Madrid,Spain,,43.5,121.86,5.9,27.63,1.57,137.6,-2.34,27.46,3.21
2023-08-23,Madrid,Spain,,35.84,192.0,69.62,25.33,3.04,140.4,33.92,81.37,5.18
2023-08-23,Dubai,UAE,,45.44,131.36,42.22,27.83,6.04,114.95,30.1,34.46,10.34
2023-08-23,Istanbul,Turkey,,112.59,20.23,6.88,33.96,3.88,88.36,21.93,49.94,7.89
2023-08-24,Cairo,Egypt,,95.79,117.48,13.23,1.8,3.05,151.06,-3.09,60.26,16.28
2023-08-24,Madrid,Spain,,117.23,100.87,28.67,5.18,4.25,191.44,21.79,64.5,12.95
2023-08-24,Dubai,UAE,,148.63,36.73,25.76,40.16,6.54,149.1,36.26,60.38,12.74
2023-08-24,London,UK,,31.92,10.84,39.65,9.03,7.97,65.37,12.96,90.65,11.57
2023-08-24,London,UK,,109.7,151.15,99.34,35.05,5.4,160.6,14.43,18.14,7.71
2023-08-24,Berlin,Germany,,40.81,129.53,5.03,35.31,8.86,35.28,33.3,67.63,7.76
2023-08-24,Paris,France,,49.1,121.85,77.36,24.24,3.26,27.33,6.81,92.91,8.99
2023-08-24,Berlin,Germany,,50.45,95.91,37.7,17.75,8.75,28.81,38.33,10.65,11.98
2023-08-24,New York,USA,,27.18,26.47,66.21,45.15,5.42,139.81,4.46,30.05,1.57
2023-08-24,Beijing,China,,23.86,131.22,44.72,35.84,8.78,49.28,34.88,38.91,5.1
2023-08-24,Johannesburg,South Africa,,105.35,137.29,66.58,31.49,3.41,143.55,-9.5,70.51,6.89
2023-08-24,Paris,France,,108.24,42.74,90.6,34.08,1.07,56.18,8.61,48.15,5.33
2023-08-24,Bangkok,Thailand,,140.83,123.0,50.02,2.79,4.32,143.99,7.29,66.37,3.47
2023-08-24,Cairo,Egypt,,15.56,71.8,91.81,6.63,4.44,197.85,25.24,43.24,11.27
2023-08-24,Tokyo,Japan,,36.01,25.95,83.73,22.15,6.59,54.51,16.33,96.66,6.32
2023-08-24,New York,USA,,5.51,66.05,21.84,32.92,3.94,156.52,3.47,70.31,2.76
2023-08-24,Mexico City,Mexico,,115.44,117.05,7.92,35.61,2.34,83.84,23.8,99.54,9.85
2023-08-24,Istanbul,Turkey,,92.78,86.53,74.66,34.47,8.59,123.37,9.1,37.05,14.2
2023-08-24,Berlin,Germany,,37.1,25.27,10.31,18.48,4.65,134.0,17.83,36.92,1.12
2023-08-24,Los Angeles,USA,,14.3,122.05,73.95,12.08,4.01,174.84,39.95,80.12,5.71
2023-08-24,London,UK,,23.14,107.6,83.96,12.59,8.75,94.8,27.38,34.17,15.23
2023-08-24,Mexico City,Mexico,,77.62,196.49,22.55,38.67,4.28,137.21,4.67,29.66,6.08
